,Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntWine_PerIncome,MntFruit_PerIncome,MntMeat_PerIncome,MntFish_PerIncome,MntSweet_PerIncome,MntGold_PerIncome,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Together,marital_status_Widow,Education_2n Cycle,Education_Bachelors,Education_HighSchool,Education_Master,Education_PhD,Dt_Custom_Weekday_0,Dt_Custom_Weekday_1,Dt_Custom_Weekday_2,Dt_Custom_Weekday_3,Dt_Custom_Weekday_4,Dt_Custom_Weekday_5,Dt_Custom_Weekday_6,Dt_Customer_Season_Autumn,Dt_Customer_Season_Spring,Dt_Customer_Season_Summer,Dt_Customer_Season_Winter
466,1955,75261.0,0,0,17,7.122059881629142,2.833213344056216,6.023447592961033,3.1354942159291497,3.5263605246161616,2.833213344056216,1,5,6,5,2,0,1,1,0,0,0,1,-4.799804650260751,-9.088651187833676,-5.89841693892886,-8.786370315960744,-8.395504007273733,-9.088651187833676,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
467,1970,31880.0,1,0,13,1.3862943611198906,0.0,1.6094379124341003,0.6931471805599453,0.0,1.0986122886681098,1,1,0,2,8,0,0,0,0,0,0,0,-9.676586952344206,-11.062881313464096,-9.453443401029997,-10.369734132904151,0.0,-9.964269024795987,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
468,1951,53790.0,0,2,86,5.814130531825066,3.7376696182833684,4.844187086458591,3.332204510175204,1.6094379124341003,1.6094379124341003,3,7,2,8,6,0,0,0,0,0,0,0,-5.771859504002167,-7.8483204175438654,-6.741802949368642,-8.25378552565203,-9.976552123393134,-9.976552123393134,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
469,1971,49269.0,1,0,92,6.459904454377535,2.0794415416798357,5.111987788356544,2.3978952727983707,2.0794415416798357,4.060443010546419,3,7,3,12,7,0,0,0,0,0,0,0,-5.038293085188081,-9.41875599788578,-6.386209751209073,-9.100302266767246,-9.41875599788578,-7.437754529019196,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
470,1975,61456.0,0,1,47,6.333279628139691,4.330733340286331,5.950642552587727,4.430816798843313,5.2574953720277815,4.48863636973214,4,6,10,13,4,0,0,0,0,0,0,0,-5.385944303005941,-7.3884905908593,-5.768581378557904,-7.288407132302318,-6.46172855911785,-7.230587561413492,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
471,1980,37406.0,1,0,18,0.6931471805599453,0.0,2.0794415416798357,0.6931471805599453,0.6931471805599453,1.0986122886681098,1,1,0,2,8,0,0,0,0,0,0,1,-10.529586398342945,0.0,-9.143292037223056,-10.529586398342945,-10.529586398342945,-10.12412129023478,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
472,1981,56937.0,1,0,81,6.61472560020376,2.0794415416798357,4.8283137373023015,2.3978952727983707,2.0794415416798357,2.0794415416798357,7,8,6,9,6,0,1,0,0,0,0,1,-5.0281222527612135,-9.563406311285139,-6.814534115662673,-9.244952580166604,-9.563406311285139,-9.563406311285139,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
473,1978,38415.0,1,1,91,3.091042453358316,0.0,2.5649493574615367,1.3862943611198906,0.0,1.3862943611198906,2,1,0,3,7,0,0,0,0,0,0,0,-8.158308014503366,-11.24935046786168,-8.684401110400144,-9.86305610674179,0.0,-9.86305610674179,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
474,1988,20518.0,1,0,58,1.3862943611198906,0.0,1.791759469228055,1.3862943611198906,0.0,2.1972245773362196,1,1,1,2,5,0,0,0,0,0,0,0,-9.235910648087712,-10.622205009207603,-8.830445539979548,-9.235910648087712,-10.622205009207603,-8.424980431871385,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
475,1956,62503.0,0,1,40,6.169610732491456,0.0,5.262690188904886,4.700480365792417,4.31748811353631,4.762173934797756,4,8,3,11,5,0,0,0,0,0,0,0,-5.566506282641019,0.0,-6.473426826227589,-7.035636649340058,-7.418628901596165,-6.973943080334719,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
476,1972,41644.0,1,1,67,2.995732273553991,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.0,0.6931471805599453,2,1,0,3,3,0,0,0,0,0,0,0,-8.334327486600598,-10.23144747148648,-9.943765399034698,-10.636912579594643,0.0,-10.636912579594643,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
477,1977,55842.0,0,1,19,6.111467339502679,0.0,3.6635616461296463,0.0,1.3862943611198906,3.1780538303479458,1,7,1,8,5,0,0,0,0,0,0,0,-5.511961394471032,0.0,-7.9598670878440645,0.0,-10.23713437285382,-8.445374903625765,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
478,1972,62010.0,0,1,93,5.916202062607435,3.091042453358316,3.6635616461296463,1.791759469228055,0.0,4.5217885770490405,4,6,2,7,5,0,0,0,0,0,0,0,-5.811996059296434,-8.637155668545553,-8.064636475774222,-9.936438652675815,0.0,-7.206409544854829,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
479,1977,41124.0,1,0,41,5.638354669333745,1.9459101490553132,4.430816798843313,2.70805020110221,0.0,4.77912349311153,7,7,3,4,8,0,0,0,0,0,0,0,-5.679139682888809,-9.371584203167242,-6.886677553379241,-8.609444151120345,0.0,-6.5383708591110254,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
480,1973,38961.0,1,0,60,2.9444389791664403,1.9459101490553132,2.9444389791664403,0.0,0.0,3.1780538303479458,1,2,1,2,7,0,0,0,0,0,0,0,-8.319024626171705,-9.317553456282832,-8.319024626171705,0.0,-11.263463605338146,-8.0854097749902,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
481,1972,37760.0,1,0,54,3.258096538021482,1.0986122886681098,2.5649493574615367,0.6931471805599453,2.302585092994046,0.0,1,2,0,3,6,0,0,0,0,0,0,0,-7.9740562627979,-10.133540512151272,-8.667203443357845,-10.539005620259436,-8.929567707825337,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
482,1974,32233.0,1,0,26,4.927253685157205,2.70805020110221,3.5553480614894135,3.2188758248682006,2.3978952727983707,4.276666119016055,2,6,2,2,9,1,0,0,0,0,0,1,-6.146639546860912,-8.365843030915906,-7.518545170528703,-7.855017407149916,-8.675997959219746,-6.7972271130020605,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
483,1975,43057.0,0,1,30,5.3612921657094255,0.6931471805599453,3.784189633918261,0.0,0.6931471805599453,1.6094379124341003,4,4,2,5,5,0,0,0,0,0,0,0,-6.002135113114202,-10.670280098263682,-7.579237644905366,0.0,-10.670280098263682,-9.753989366389526,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
484,1960,83151.0,0,0,93,6.008813185442595,3.332204510175204,4.605170185988092,4.787491742782046,4.30406509320417,2.8903717578961645,1,5,9,4,3,0,0,0,0,0,0,0,-6.012747506124315,-8.689356181391705,-7.416390505578819,-7.234068948784864,-7.71749559836274,-9.131188933670746,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
485,1964,78825.0,0,0,35,6.180016653652572,4.30406509320417,4.736198448394496,5.1298987149230735,3.6109179126442243,2.8903717578961645,1,5,10,13,3,0,0,0,0,0,0,1,-5.788116011320634,-7.664067571769037,-7.231934216578711,-6.8382339500501335,-8.357214752328982,-9.077760907077042,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
486,1976,65104.0,0,1,4,6.6039438246004725,0.0,5.44673737166631,2.5649493574615367,2.995732273553991,3.912023005428146,2,3,5,7,7,0,0,0,0,0,0,0,-5.172944626200944,0.0,-6.330151079135106,-9.211939093339879,-8.781156177247425,-7.864865445373271,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
487,1974,60093.0,0,1,92,6.218600119691729,2.4849066497880004,4.6913478822291435,2.772588722239781,1.791759469228055,4.499809670330265,2,7,2,10,6,0,0,0,0,0,0,0,-5.478195702062305,-9.211889171966034,-7.00544793952489,-8.924207099514252,-9.905036352525979,-7.1969861514237685,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
488,1969,14045.0,1,0,24,2.3978952727983707,0.0,1.6094379124341003,0.6931471805599453,0.0,0.0,1,1,0,3,7,0,0,0,0,0,0,0,-7.845273647299919,0.0,-8.633731007664188,-9.550021739538344,-10.24316892009829,-10.24316892009829,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
489,1952,28457.0,0,0,96,3.1780538303479458,0.0,4.68213122712422,3.367295829986474,3.367295829986474,2.6390573296152584,1,4,1,4,8,0,0,0,0,0,0,0,-7.771242805196399,-10.949296635544345,-6.267165408420126,-7.582000805557871,-7.582000805557871,-8.310239305929086,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
490,1958,78952.0,0,1,11,7.064759027791802,2.9444389791664403,6.386879319362645,4.59511985013459,4.330733340286331,4.897839799950911,2,2,5,12,6,0,0,0,0,0,0,0,-4.904983504619986,-9.025303553245347,-5.582863213049143,-7.374622682277199,-7.6390091921254575,-7.071902732460877,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
491,1976,46310.0,1,0,99,5.220355825078324,0.6931471805599453,4.477336814478207,2.70805020110221,1.6094379124341003,2.6390573296152584,2,6,1,5,8,0,0,0,0,0,0,0,-6.215904554956418,-10.743113199474797,-6.958923565556536,-8.728210178932533,-9.826822467600643,-8.797203050419485,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
492,1955,76005.0,0,0,72,6.890609120147166,2.995732273553991,5.963579343618446,5.480638923341991,3.912023005428146,3.6888794541139363,1,3,5,13,6,0,0,0,1,0,0,0,-5.041092466990898,-8.935969313584074,-5.968122243519619,-6.4510626637960735,-8.019678581709918,-8.242822133024129,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
493,1964,58308.0,0,1,77,6.53813982376767,0.0,4.23410650459726,2.302585092994046,0.0,4.867534450455582,4,2,6,3,8,0,0,0,0,0,0,0,-5.128501940986179,0.0,-7.432535260156589,-9.364056671759803,0.0,-6.799107314298266,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
494,1944,55614.0,0,0,85,6.222576268071369,2.5649493574615367,4.875197323201151,2.0794415416798357,0.0,3.258096538021482,1,9,4,6,7,0,1,0,0,0,0,0,-5.396761159592464,-9.054388070202297,-6.744140104462682,-9.539895885983997,0.0,-8.361240889642351,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
495,1962,59432.0,0,1,88,5.75890177387728,3.2188758248682006,5.579729825986222,3.2188758248682006,2.9444389791664403,2.4849066497880004,3,5,3,11,5,0,0,0,0,0,0,0,-5.9268334875143065,-8.466859436523388,-6.106005435405366,-8.466859436523388,-8.741296282225147,-9.200828611603587,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
496,1978,55563.0,0,1,22,3.367295829986474,0.0,2.1972245773362196,0.6931471805599453,0.0,0.6931471805599453,1,2,0,3,3,0,0,0,0,0,0,0,-8.251124141664382,-11.618419971650857,-9.421195394314637,-10.925272791090912,0.0,-10.925272791090912,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
497,1971,78642.0,0,1,83,7.241366283322318,0.0,5.7745515455444085,3.828641396489095,3.5553480614894135,2.833213344056216,1,4,9,4,6,0,0,0,0,0,0,0,-4.724442084085228,0.0,-6.191256821863138,-8.13716697091845,-8.410460305918132,-9.13259502335133,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
498,1949,67911.0,0,1,63,6.270988431858299,0.0,5.87493073085203,4.143134726391533,3.332204510175204,0.0,3,6,7,11,3,0,0,0,0,0,0,0,-5.548112052072882,0.0,-5.944169753079151,-7.6759657575396485,-8.486895973755978,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
499,1944,65275.0,0,0,9,5.961005339623274,2.6390573296152584,5.384495062789089,4.51085950651685,2.6390573296152584,3.044522437723423,1,4,3,13,2,0,0,0,0,0,0,0,-5.818506234504001,-9.140454244512016,-6.395016511338186,-7.268652067610425,-9.140454244512016,-8.734989136403852,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
500,1950,27203.0,1,1,92,2.5649493574615367,0.6931471805599453,3.044522437723423,1.3862943611198906,0.0,3.1780538303479458,2,1,1,2,8,0,0,0,0,0,0,0,-8.339280363418196,-10.211082540319786,-7.859707283156309,-9.517935359759841,0.0,-7.7261758905317865,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
502,1990,24279.0,0,0,6,2.772588722239781,3.58351893845611,3.044522437723423,2.995732273553991,4.127134385045092,4.68213122712422,1,4,1,3,8,0,0,0,0,0,0,0,-8.017925516483976,-7.206995300267647,-7.745991801000334,-7.794781965169766,-6.6633798536786655,-6.108383011599537,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
503,1985,64355.0,1,0,66,6.953684210870537,0.0,4.941642422609304,4.204692619390966,3.6375861597263857,5.030437921392435,2,4,3,12,8,0,0,0,0,0,0,0,-4.811632879772887,0.0,-6.823674668034119,-7.560624471252457,-8.127730930917037,-6.734879169250988,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
504,1956,50943.0,0,1,49,3.4339872044851463,0.0,1.9459101490553132,0.6931471805599453,0.0,1.791759469228055,1,1,0,3,5,0,0,0,0,0,0,0,-8.09762261568921,0.0,-9.585699671119043,-10.838462639614411,0.0,-9.739850350946302,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
505,1953,53653.0,0,0,29,6.703188113240863,2.302585092994046,5.476463551931511,3.332204510175204,2.302585092994046,4.68213122712422,2,10,4,12,6,0,0,0,0,0,0,0,-4.880251731801527,-9.280854752048345,-6.106976293110879,-8.251235334867186,-9.280854752048345,-6.90130861791817,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
506,1976,65665.0,0,1,77,5.41610040220442,5.087596335232384,5.958424693029782,4.663439094112067,3.58351893845611,3.367295829986474,1,5,10,8,3,0,0,0,0,0,0,0,-6.369368116374785,-6.6978721833468216,-5.827043825549424,-7.122029424467138,-8.201949580123095,-8.418172688592731,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
507,1989,81217.0,0,0,77,6.20050917404269,4.248495242049359,5.780743515792329,4.983606621708336,3.6888794541139363,4.430816798843313,1,3,7,11,1,0,0,0,0,0,0,0,-5.797517870360272,-7.749531802353603,-6.217283528610633,-7.014420422694625,-8.309147590289026,-7.567210245559648,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
508,1992,34935.0,0,0,71,3.5263605246161616,1.3862943611198906,4.189654742026425,1.0986122886681098,2.302585092994046,2.995732273553991,1,2,1,4,7,0,0,0,0,0,0,0,-7.628031126930335,-9.768097290426606,-6.964736909520071,-10.055779362878386,-8.85180655855245,-8.158659377992505,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
509,1959,61250.0,0,1,49,5.945420608606575,4.927253685157205,4.174387269895637,4.0943445622221,3.258096538021482,4.07753744390572,6,5,2,12,5,0,0,0,0,0,0,0,-5.7704457003603435,-6.788612623809714,-7.541479039071282,-7.621521746744818,-8.457769770945436,-7.638328865061199,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
510,1981,39665.0,1,0,97,4.844187086458591,0.0,4.02535169073515,0.0,0.0,3.4339872044851463,3,4,2,3,7,1,0,0,0,0,0,0,-6.4371845598374575,-11.281371646296048,-7.256019955560899,0.0,-11.281371646296048,-7.8473844418109024,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
511,1979,60152.0,0,1,6,5.783825182329737,4.418840607796598,5.703782474656201,4.454347296253507,4.060443010546419,4.51085950651685,1,6,4,12,3,0,0,0,0,0,0,0,-5.913951969288071,-7.27893654382121,-5.9939946769616075,-7.2434298553643,-7.637334141071388,-7.186917645100958,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
512,1964,48920.0,0,2,93,5.472270673671475,2.833213344056216,4.219507705176107,2.0794415416798357,2.302585092994046,1.791759469228055,3,6,2,5,7,0,1,0,0,0,0,0,-6.0188180966895795,-8.657875426304837,-7.2715810651849475,-9.411647228681218,-9.188503677367008,-9.699329301132998,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
513,1959,89120.0,0,0,78,7.0630481633881725,4.5217885770490405,6.0112671744041615,4.276666119016055,4.859812404361672,4.007333185232471,1,5,6,7,1,0,0,1,0,0,0,0,-5.027838072332884,-7.569097658672016,-6.079619061316895,-7.814220116705001,-7.231073831359384,-8.083553050488586,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
514,1946,44124.0,0,1,62,5.648974238161206,0.0,4.007333185232471,0.0,1.791759469228055,3.9512437185814275,4,6,2,5,8,0,0,0,0,0,0,0,-5.738932073488011,0.0,-7.3805731264167465,0.0,-9.596146842421163,-7.4366625930677905,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
515,1975,81169.0,0,0,47,7.160845906664299,2.995732273553991,6.418364935936212,4.382026634673881,4.110873864173311,3.295836866004329,1,5,7,9,2,0,0,0,0,0,0,0,-4.836589953752384,-9.001703586862691,-5.5790709244804715,-7.615409225742801,-7.886561996243371,-8.701598994412354,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
516,1961,36443.0,1,1,9,4.174387269895637,0.0,3.828641396489095,1.3862943611198906,1.0986122886681098,2.995732273553991,4,3,1,3,8,0,0,0,0,0,0,0,-7.022264585762574,0.0,-7.368010459169117,-9.810357494538321,-10.098039566990101,-8.200919582104222,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
517,1990,26095.0,1,0,77,2.3978952727983707,1.9459101490553132,2.1972245773362196,1.0986122886681098,0.0,2.3978952727983707,1,1,0,3,7,0,0,0,0,0,0,0,-8.464750911839088,-8.916736035582145,-8.665421607301239,-9.76403389596935,-10.862646184637459,-8.464750911839088,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
518,1959,71367.0,0,0,24,5.424950017481403,3.1354942159291497,5.963579343618446,3.7376696182833684,3.044522437723423,4.31748811353631,1,4,5,7,2,0,0,0,0,0,0,0,-6.443788019691919,-8.733243821244171,-5.905158693554875,-8.131068418889953,-8.824215599449898,-7.551249923637011,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
519,1944,80184.0,0,0,19,6.942156705699469,4.897839799950911,6.507277712385012,3.2188758248682006,3.6375861597263857,0.0,1,6,3,10,3,0,0,1,1,0,0,0,-5.043069747565178,-7.087386653313736,-5.4779487408796355,-8.766350628396447,-8.347640293538262,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
520,1965,30630.0,1,1,67,3.295836866004329,0.0,2.4849066497880004,0.6931471805599453,0.0,2.302585092994046,2,2,0,3,7,0,0,0,0,0,0,0,-7.7270455143824375,-11.022882380386767,-8.537975730598767,-10.329735199826821,0.0,-8.72029728739272,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
521,1987,73454.0,0,0,95,6.889591308354466,4.290459441148391,5.860786223465865,4.02535169073515,2.6390573296152584,5.1647859739235145,1,2,4,6,5,1,0,0,0,0,0,0,-5.007970511140196,-7.607102378346271,-6.0367755960287965,-7.872210128759513,-9.258504489879403,-6.7327758455711475,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
522,1991,42691.0,0,0,48,5.187385805840755,0.6931471805599453,4.1588830833596715,3.6375861597263857,2.833213344056216,4.060443010546419,1,5,1,6,5,0,0,0,0,0,0,0,-6.167504778886467,-10.661743404167277,-7.19600750136755,-7.717304425000837,-8.521677240671005,-7.294447574180802,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
523,1953,70503.0,0,0,73,7.229113877793302,3.4965075614664802,5.375278407684165,0.0,3.4965075614664802,4.189654742026425,1,2,4,9,6,0,1,1,0,0,0,0,-4.627443843853132,-8.360050160179954,-6.481279313962268,0.0,-8.360050160179954,-7.666902979620008,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
524,1987,25545.0,1,0,35,3.4657359027997265,0.0,4.1588830833596715,2.772588722239781,2.4849066497880004,4.442651256490317,3,2,2,3,6,0,0,0,0,0,0,1,-7.375608159525117,-10.841344062324843,-6.682460978965172,-8.068755340085062,-8.356437412536843,-6.398692805834528,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
525,1986,32880.0,1,0,76,2.0794415416798357,1.3862943611198906,2.70805020110221,1.9459101490553132,1.791759469228055,0.6931471805599453,1,1,0,3,8,0,0,0,0,0,0,0,-9.014325488050225,-9.70747266861017,-8.385716828627851,-9.147856880674748,-9.302007560502007,-10.400619849170116,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
526,1958,77863.0,0,0,20,6.78105762593618,3.6375861597263857,5.765191102784844,2.772588722239781,3.2188758248682006,2.4849066497880004,1,4,5,10,2,0,0,0,0,0,0,0,-5.174795705742046,-8.31826717195184,-6.19066222889338,-9.183264609438444,-8.736977506810025,-9.470946681890224,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
527,1977,50353.0,0,0,72,4.948759890378168,2.70805020110221,5.030437921392435,4.204692619390966,3.4339872044851463,3.5553480614894135,1,4,4,6,3,0,0,0,0,0,0,0,-6.571200769473057,-8.811910458749015,-6.489522738458789,-7.315268040460259,-8.085973455366078,-7.9646125983618115,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
528,1964,61839.0,0,0,20,6.907755278982137,5.043425116919247,5.937536205082426,5.4116460518550396,2.833213344056216,4.787491742782046,1,4,8,4,8,0,0,0,0,0,0,0,-4.817681413945103,-6.682011576007994,-5.787900487844814,-6.313790641072201,-8.892223348871024,-6.937944950145194,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
529,1960,49154.0,1,1,69,5.327876168789581,2.302585092994046,4.204692619390966,3.4011973816621555,3.295836866004329,4.2626798770413155,6,4,1,8,6,0,0,0,0,0,0,0,-6.167984517554055,-9.19327559334959,-7.29116806695267,-8.09466330468148,-8.200023820339307,-7.233180809302321,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
530,1975,47682.0,0,1,80,5.087596335232384,4.110873864173311,4.418840607796598,4.574710978503383,4.04305126783455,4.110873864173311,4,4,3,8,5,0,0,0,0,0,0,0,-6.377860092495796,-7.354582563554868,-7.046615819931581,-6.890745449224797,-7.422405159893629,-7.354582563554868,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
531,1969,72679.0,0,1,65,6.428105272684596,3.9889840465642745,5.560681631015528,4.844187086458591,3.9889840465642745,3.9889840465642745,1,4,7,5,1,0,0,0,0,0,0,0,-5.4588496713474886,-7.89797089746781,-6.326273313016557,-7.0427678575734936,-7.89797089746781,-7.89797089746781,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
532,1977,57954.0,1,1,52,6.1224928095143865,1.3862943611198906,3.1780538303479458,0.0,0.0,2.1972245773362196,7,8,2,6,7,0,1,0,0,0,0,0,-5.53805924245291,-10.274257690847406,-8.48249822161935,0.0,0.0,-9.463327474631077,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
533,1962,65316.0,1,1,65,4.718498871295094,1.791759469228055,4.5217885770490405,1.0986122886681098,2.1972245773362196,3.6375861597263857,2,3,2,5,4,0,0,0,0,0,0,0,-7.061640617487051,-9.988380019554091,-7.258350911733105,-10.681527200114036,-9.582914911445926,-8.14255332905576,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
534,1982,28567.0,1,0,57,2.3978952727983707,1.0986122886681098,3.091042453358316,0.6931471805599453,0.6931471805599453,1.791759469228055,2,2,0,3,6,0,0,0,0,0,0,0,-8.555259392222693,-9.854542376352954,-7.862112211662748,-10.260007484461118,-10.260007484461118,-9.161395195793009,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
535,1951,47352.0,0,1,70,5.147494476813453,2.4849066497880004,4.718498871295094,2.0794415416798357,0.0,2.70805020110221,4,6,1,5,7,0,0,0,0,0,0,0,-6.311017040117053,-8.973604867142505,-6.740012645635412,-9.37906997525067,0.0,-8.750461315828296,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
537,1967,76982.0,0,0,19,6.139884552226255,5.017279836814924,5.676753802268282,4.174387269895637,4.0943445622221,3.4011973816621555,1,8,3,4,4,0,0,1,0,0,0,1,-5.80458953560816,-6.927194251019491,-6.267720285566133,-7.770086817938778,-7.8501295256123145,-8.543276706172259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
538,1952,57247.0,0,1,50,4.59511985013459,1.3862943611198906,3.4657359027997265,3.6109179126442243,3.9889840465642745,1.791759469228055,2,2,1,7,2,0,0,0,0,0,0,0,-7.053157848722097,-10.261983337736796,-8.182541796056961,-8.037359786212463,-7.659293652292413,-9.856518229628632,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
539,1981,22944.0,1,0,67,2.9444389791664403,1.0986122886681098,2.9444389791664403,1.3862943611198906,1.6094379124341003,3.258096538021482,3,3,0,3,7,0,0,0,0,0,0,0,-7.789519944792851,-9.635346635291183,-7.789519944792851,-9.347664562839402,-9.124521011525191,-7.47586238593781,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
540,1977,25315.0,1,0,46,0.0,2.1972245773362196,2.0794415416798357,2.3978952727983707,1.0986122886681098,3.091042453358316,3,3,0,3,8,0,0,0,0,0,0,0,-10.832299564963956,-8.635074987627736,-8.75285802328412,-8.434404292165585,-9.733687276295845,-7.741257111605639,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
541,1969,43638.0,0,1,37,4.143134726391533,2.302585092994046,4.418840607796598,1.9459101490553132,2.9444389791664403,2.9444389791664403,2,4,1,4,7,0,0,0,0,0,0,0,-7.233696063551008,-9.074245696948495,-6.957990182145943,-9.430920640887228,-8.432391810776101,-8.432391810776101,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
