,Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntWine_PerIncome,MntFruit_PerIncome,MntMeat_PerIncome,MntFish_PerIncome,MntSweet_PerIncome,MntGold_PerIncome,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Together,marital_status_Widow,Education_2n Cycle,Education_Bachelors,Education_HighSchool,Education_Master,Education_PhD,Dt_Custom_Weekday_0,Dt_Custom_Weekday_1,Dt_Custom_Weekday_2,Dt_Custom_Weekday_3,Dt_Custom_Weekday_4,Dt_Custom_Weekday_5,Dt_Custom_Weekday_6,Dt_Customer_Season_Autumn,Dt_Customer_Season_Spring,Dt_Customer_Season_Summer,Dt_Customer_Season_Winter
678,1985,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,0.0007746576289943284,5.533268778530917e-05,0.0010513210679208742,0.00023516392308756397,1.3833171946327293e-05,0.0002489970950338913,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
679,1980,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,0.002795007274676468,0.0002450417336702657,0.000895933838731909,0.0002603568420246573,0.0008423309594915384,4.5945325063174825e-05,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
680,1963,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,0.004367421239613612,0.00016882468657329928,0.0009028450629789483,7.34020376405649e-05,0.00016882468657329928,0.0011303913796646995,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
681,1967,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,0.008233565599406484,0.0009746446910958206,0.002793011652095486,0.0012728568726997657,0.0009746446910958206,0.0008364488020598461,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
682,1982,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,0.0004142401130631838,0.00013401886010867711,0.0016691439849898877,0.002180852359950291,0.0007431954969663003,0.000548258973171861,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
683,1955,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,0.0014892415138910286,7.702973347712218e-05,0.001052739690854003,7.702973347712218e-05,7.702973347712218e-05,0.0005263698454270015,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
684,1967,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,0.004294814296790671,0.00024324611946425042,0.0033066269364671543,0.0002128403545312191,0.00024324611946425042,0.0004104778265959226,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
685,1976,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,0.002798002286539503,0.00013538720741320176,0.0009477104518924123,0.0003535110415789157,0.00036103255310187133,0.000586677898790541,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
686,1972,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,0.005175172985481884,0.0005871720183750302,0.004824021092139954,0.0007656262592537159,0.0005871720183750302,0.00023026353661765892,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
688,1989,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,0.004881495279080224,0.00025692080416211705,0.0030830496499454044,0.0,0.00025692080416211705,0.00016699852270537607,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
689,1969,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,0.0018711497495538028,0.0006189187633139501,0.004022971961540676,0.00045339397777649835,6.477056825378548e-05,0.000482180897000403,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
690,1960,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,0.004534587342672542,0.0,0.00023710260615281262,5.9275651538203154e-05,0.0,3.9517101025468774e-05,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
691,1970,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,0.0038066297439918965,0.0,0.0018297962717900961,0.0009720792693884887,0.00040026793445408355,0.0008087046022643729,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
692,1958,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,0.0007916814368427272,0.0001772421127259837,0.000945291267871913,0.00020087439442278152,0.00012997754933238804,0.000945291267871913,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
693,1952,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,7.642922653622745e-05,0.0,0.0002675022928767961,0.00011464383980434117,0.0002675022928767961,0.0003821461326811373,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
694,1949,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,0.0007042253521126761,1.0510826150935463e-05,0.00021021652301870928,0.0,2.1021652301870926e-05,0.00032583561067899935,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
695,1961,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,0.0007428580656621933,3.229817676792145e-05,0.00014534179545564653,2.422363257594109e-05,2.422363257594109e-05,4.844726515188218e-05,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
696,1995,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,5.743165632896853e-05,2.8715828164484264e-05,0.00015793705490466345,2.8715828164484264e-05,0.0,5.743165632896853e-05,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
697,1949,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,0.00037710234557658946,1.8855117278829475e-05,0.0005279432838072252,5.656535183648842e-05,5.656535183648842e-05,3.771023455765895e-05,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
698,1961,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,0.0029713962297009014,0.00011972658800992642,0.0019373938787060822,0.0006748225869650399,0.0009033915277112631,0.00031564282293526056,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
699,1960,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,0.0027654585308660856,0.0001401845338227048,0.0024723454146913394,0.0006626905235255136,0.0001401845338227048,0.0002166488249987256,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
700,1973,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,0.0020341947503833917,6.970760826858975e-05,0.0019581500868176577,0.00020912282480576926,0.00016476343772575759,0.0002154598801029138,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
701,1978,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,0.0014840326487182717,0.0008610189424167332,0.0012390272585996892,0.00010500231005082111,0.00044800985621683677,0.0001610035420779257,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
702,1978,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,0.0063994255301174285,8.448086508405846e-05,0.001957140041114021,0.0,8.448086508405846e-05,0.0017036974458618456,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
703,1988,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,0.006559774840160891,0.00017729121189624032,0.0019502033308586434,0.00011634735780690771,8.864560594812016e-05,8.864560594812016e-05,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
704,1968,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,0.001354784081287045,0.00022982944236119512,0.0002540220152413209,0.00019354058304100642,0.00016934801016088062,6.0481432200314504e-05,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
705,1986,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,0.004558594618634645,0.0005559261730042251,0.00316183010896153,0.00036135201245274625,0.000743551256393151,0.0006462641761174116,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
706,1970,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,0.00032229135138164903,0.0,0.00011210133961100834,8.407600470825626e-05,2.8025334902752086e-05,0.0002522280141247688,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
707,1951,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,0.006217436609934005,6.946856547412296e-05,0.00048627995831886073,0.00018524950793099456,6.946856547412296e-05,0.0003473428273706148,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
708,1948,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,0.005363465160075329,0.0,0.00033898305084745765,0.0,0.0,0.0014387947269303202,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
709,1971,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,0.00032690886349422935,1.4213428847575189e-05,0.00018477457501847746,2.8426857695150378e-05,2.8426857695150378e-05,0.0002558417192563534,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
710,1986,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,1.980041184856645e-05,5.940123554569935e-05,7.92016473942658e-05,3.96008236971329e-05,3.96008236971329e-05,0.0001188024710913987,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
711,1965,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,0.006009049773755656,0.0005248868778280543,0.000751131221719457,0.0002895927601809955,0.0,0.0005972850678733031,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
712,1975,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,9.022827754218172e-05,0.00015038046257030287,0.000315798971397636,0.00028572287888357543,0.000210532647598424,0.000631597942795272,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
713,1953,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,0.0025600191787389977,4.280968526319394e-05,0.0017209493475803966,0.00017980067810541457,0.00017980067810541457,0.0004195349155793007,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
714,1982,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,0.00098464353914704,0.00012929662635264162,0.0006564290260980268,0.0004276734563971992,7.956715467854869e-05,3.9783577339274344e-05,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
715,1975,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,0.0048878853533112325,0.0002610352658644183,0.0019186092041034743,0.0007896316792398653,0.001044141063457673,0.0009593046020517371,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
716,1960,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,0.0019758318538457133,0.00014317622129316764,0.0028692514747150795,0.00036080407765878245,0.0007903327415382853,0.0004581639081381364,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
717,1978,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,0.0001740745038876639,7.736644617229508e-05,0.0003481490077753278,0.00013539128080151638,9.670805771536884e-05,9.670805771536884e-05,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
718,1970,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,0.0037472321580650655,0.0006898313745528871,0.0031340487140180547,0.0,0.0010390052801907681,0.0014818599897802758,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
719,1958,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,8.857395925597875e-05,2.2143489813994687e-05,5.5358724534986716e-05,3.3215234720992025e-05,0.0,3.3215234720992025e-05,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
720,1965,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,0.004478250407721306,6.015560249177873e-05,0.001664305002272545,0.0,0.00018715076330775605,6.015560249177873e-05,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
721,1954,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,0.004432339158532253,0.0,0.001133460777181912,0.0002368425504559219,0.0002368425504559219,0.0013110926900238534,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
722,1984,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,0.00015799452285654097,0.0,0.00015799452285654097,5.2664840952180324e-05,2.6332420476090162e-05,2.6332420476090162e-05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
723,1965,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,0.004134921734312231,0.0011497437318188114,0.004134921734312231,0.0011913007341737083,0.0011497437318188114,0.0017246155977282173,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
725,1966,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,0.000602759298120284,0.0,7.813546457114792e-05,0.0,0.0,4.4648836897798814e-05,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
726,1955,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,0.002767585048821444,0.00015548230611356427,0.004390820324647055,0.0004975433795634057,0.0004726662105852354,0.00029852602773804344,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
727,1976,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,0.001959686450167973,0.0009465152242307897,0.0014531008371993814,0.0010931584279848558,0.00038660480989708313,0.001006505625766544,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
728,1965,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,0.0025631122502721114,2.633334503704224e-05,0.0006758891892840841,8.77778167901408e-05,2.633334503704224e-05,0.00022822232365436607,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
729,1991,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,0.0022916643490449545,0.0001223704264053131,0.0007342225584318786,0.0003281752344506124,0.0001557441790613076,0.0010178994560078316,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
730,1949,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0.00011127802815334112,0.0,4.172926055750292e-05,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
731,1953,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,0.0032560222417106714,3.731830649525125e-05,0.0007277069766573993,5.597745974287687e-05,0.0,0.0004011717948239509,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
732,1978,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,0.002470884245099664,6.779865306675907e-05,0.0009341147755864583,9.03982040890121e-05,0.0001807964081780242,0.0008211170204751933,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
733,1948,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,0.001597444089456869,2.2186723464678736e-05,0.0010982428115015974,7.765353212637558e-05,2.2186723464678736e-05,0.00033280085197018105,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
734,1973,89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,0.006276897005373826,0.00015608624880148058,0.0011762213748968717,0.00020625682877338506,0.00015608624880148058,0.00023412937320222088,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
735,1949,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,0.006712946893439778,0.0,0.004283234987851441,0.00029850746268656717,0.0003471017007983339,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
736,1973,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,0.0032032269545616324,0.0005857752995610392,0.0025284731284849924,0.0013124332661051132,0.0010084233005101435,0.0012605291256376795,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
737,1952,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,0.0009780990856899851,0.0002764193068254306,0.00044652349564108015,0.00038982209936919696,0.0001275781416117372,0.0001488411652136934,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
738,1989,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,0.0,0.0,2.8592668839709498e-05,0.00020014868187796648,0.00011437067535883799,0.00017155601303825698,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
739,1969,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,0.0040472631277631115,0.0010575363379027385,0.003951846315320759,0.0006202092808752902,0.0001908336248847047,0.0007712859005756814,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
740,1953,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,0.007393773008048918,7.799338616085356e-05,0.0006707431209833407,0.00010139140200910963,0.00016378611093779247,0.00016378611093779247,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
741,1956,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,0.0005580836266849832,2.8619673163332475e-05,0.0003577459145416559,5.723934632666495e-05,4.292950974499871e-05,0.00034343607795998967,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
742,1950,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,0.00028707937744786434,1.0252834908852298e-05,0.00021530953308589824,3.0758504726556894e-05,0.0,0.00010252834908852297,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
743,1978,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,0.00016794997674538783,0.00014211151878455893,0.00031006149552994676,0.00016794997674538783,0.0001033538318433156,0.000516769159216578,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
744,1964,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,0.0018668515275345398,0.00015810468962833236,0.0021891418563922942,0.0008391710449503795,0.0001885094376337809,0.00024323798404358825,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
745,1952,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,0.005373073803730738,0.00018486713420161251,0.0020573922999856877,0.0004472591956490625,0.00018486713420161251,0.0011390200849196127,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
746,1975,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,5.881315062047874e-05,0.00014703287655119685,0.00035287890372287246,0.00011762630124095747,0.00023525260248191495,0.0002058460271716756,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
747,1995,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,0.001988392844596209,0.00011944409313828816,0.002613717802790776,0.0009696049913578685,0.0007447690513328556,0.00030914941753439285,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
748,1970,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,5.9352464611092976e-05,4.451434845831973e-05,0.00010386681306941271,0.0,4.451434845831973e-05,0.0001632192776805057,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
749,1954,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,0.006049021458687308,0.0006292870178088226,0.0019822541060977913,0.00011799131583915424,0.00026744698256874963,0.0005112957019696684,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
750,1972,83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,0.003103915247534245,0.000251668803854128,0.004446148868089594,0.0003295662907613581,0.0003355584051388373,0.000503337607708256,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
751,1958,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,0.003396870996544897,7.764276563531193e-05,0.0006405528164913234,0.00016499087697503784,3.8821382817655966e-05,3.8821382817655966e-05,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
752,1975,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,0.00381450368592491,0.00045431167495285445,0.0018258186182067548,0.0008914795131150352,0.0008400480027430139,0.0012943596776958683,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
753,1969,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,0.004805316730902263,0.0010994169384326514,0.004255608261685937,0.0002532364858187568,0.00016676549066113253,0.00027176598478110485,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
754,1979,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,0.004694928946985048,0.0006158369422702531,0.0024765915742911253,0.0006886778709258744,0.0005297522084045188,0.0005297522084045188,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
755,1978,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,0.0028110562994283924,0.0002740584135932973,0.002458695481951296,0.0007282123561193329,0.0009083078850520711,0.0006968913945658131,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
756,1972,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,0.006420765027322404,9.643201542912247e-05,0.003013500482160077,0.0001285760205721633,9.643201542912247e-05,9.643201542912247e-05,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
757,1964,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,0.007648003828274542,8.545255674049768e-05,0.0008630708230790266,0.00011108832376264697,0.0,0.0012988788624555647,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
758,1979,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,0.0004918597216073976,2.459298608036988e-05,0.0002828193399242536,0.0,4.918597216073976e-05,0.0002828193399242536,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
759,1959,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,0.0009786499781091452,0.0,9.013881377321075e-05,0.0,0.0,0.00020603157433876743,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
760,1981,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,0.0001548292655462658,7.037693888466627e-05,0.0003096585310925316,0.00016890465332319906,7.037693888466627e-05,0.0001548292655462658,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
761,1967,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,0.0015477724711293053,0.00010107901852273014,0.0014087888206605515,0.00013266621181108333,0.00027164986227983727,0.00010107901852273014,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
762,1988,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,0.004132336973877499,0.0006834003959890145,0.00249728555917481,0.0011177109280194161,0.0004279236124417194,0.0002554767835472951,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
763,1978,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,0.0006165812938721306,1.5809776765952063e-05,0.0001422879908935686,3.161955353190413e-05,1.5809776765952063e-05,0.0005375324100423702,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
764,1952,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,0.0013510455628469125,0.00023293889014601942,0.002029896042701026,0.00030614825562048264,0.00011314174664235228,0.0015107750875184688,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
765,1955,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,0.001416081763329639,3.078438615933998e-05,0.0003899355580183065,4.104584821245331e-05,0.0,0.0006054262611336863,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
766,1977,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,0.003914116156564646,0.0003400680136027205,0.0059878642395145695,0.0016469960658798426,0.0,0.0005734480229379209,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
767,1987,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,0.00441198279697464,0.000719264422363933,0.002157793267091799,0.0009417173364971081,0.0009862079193237432,0.0008972267536704731,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
